AID,BAO,TID,SEQLEN,PROTEINCLASS
535301,BAO_0000219,252,412,membrane receptor
750104,BAO_0000357,10193,261,enzyme
609338,BAO_0000219,10579,360,membrane receptor
454293,BAO_0000219,121,630,transporter
750035,BAO_0000219,10627,440,membrane receptor
987261,BAO_0000357,10193,261,enzyme
1447692,BAO_0000357,11359,809,enzyme
960929,BAO_0000357,11871,470,enzyme
435605,BAO_0000357,12666,480,enzyme
856884,BAO_0000219,10938,1132,enzyme
159869,BAO_0000357,36,933,transcription factor
1443002,BAO_0000357,11208,428,epigenetic regulator
849882,BAO_0000357,165,1159,ion channel
979127,BAO_0000219,11541,503,enzyme
424283,BAO_0000357,11024,471,enzyme
1435513,BAO_0000357,15,260,enzyme
701874,BAO_0000019,80,108,enzyme
592384,BAO_0000357,10193,261,enzyme
302363,BAO_0000357,107,471,membrane receptor
438282,BAO_0000219,129,400,membrane receptor
566530,BAO_0000219,252,412,membrane receptor
1448947,BAO_0000357,30008,976,enzyme
450803,BAO_0000357,11575,374,membrane receptor
1475488,BAO_0000019,65,503,enzyme
1464329,BAO_0000219,51,422,membrane receptor
456177,BAO_0000219,20174,395,membrane receptor
1476966,BAO_0000219,9,1210,enzyme
943828,BAO_0000357,11,622,enzyme
934034,BAO_0000357,100304,239,ion channel
609499,BAO_0000219,280,318,membrane receptor
515267,BAO_0000357,11307,1215,epigenetic regulator
331166,BAO_0000219,108,458,membrane receptor
393605,BAO_0000357,11727,555,enzyme
1364645,BAO_0000357,12697,482,epigenetic regulator
1279595,BAO_0000219,25,777,transcription factor
864305,BAO_0000357,100481,323,enzyme
1276215,BAO_0000219,10950,378,membrane receptor
302876,BAO_0000357,19905,422,membrane receptor
454489,BAO_0000357,174,530,transcription factor
976122,BAO_0000357,11177,1044,enzyme
674742,BAO_0000357,15,260,enzyme
554180,BAO_0000357,118,328,membrane receptor
1505206,BAO_0000357,10919,1154,enzyme
327489,BAO_0000357,133,505,transcription factor
835033,BAO_0000357,10752,756,enzyme
1450056,BAO_0000357,12697,482,epigenetic regulator
849740,BAO_0000357,12247,676,enzyme
1465409,BAO_0000357,15,260,enzyme
941,BAO_0000219,51,422,membrane receptor
305748,BAO_0000357,11473,824,enzyme
972076,BAO_0000357,100079,1114,enzyme
454191,BAO_0000357,59,490,transcription factor
513609,BAO_0000357,252,412,membrane receptor
333260,BAO_0000219,87,472,membrane receptor
335078,BAO_0000219,10142,332,membrane receptor
1464247,BAO_0000219,100449,580,transporter
577020,BAO_0000357,276,886,enzyme
745649,BAO_0000219,51,422,membrane receptor
1439498,BAO_0000357,12967,476,enzyme
512441,BAO_0000019,133,505,transcription factor
1283742,BAO_0000219,100481,323,enzyme
1455834,BAO_0000357,12670,993,enzyme
831837,BAO_0000219,20092,672,transporter
154191,BAO_0000219,133,505,transcription factor
767052,BAO_0000357,11,622,enzyme
391331,BAO_0000219,88,446,membrane receptor
105358,BAO_0000357,12592,707,enzyme
956507,BAO_0000357,11451,1390,enzyme
306083,BAO_0000357,10752,756,enzyme
104397,BAO_0000357,13001,660,enzyme
687185,BAO_0000219,10553,575,ion channel
948536,BAO_0000219,101414,488,enzyme
665661,BAO_0000219,127,487,membrane receptor
31864,BAO_0000219,280,318,membrane receptor
537397,BAO_0000219,10906,635,enzyme
536095,BAO_0000019,11596,797,transporter
768742,BAO_0000219,11575,374,membrane receptor
850470,BAO_0000219,12949,508,enzyme
616545,BAO_0000357,10188,360,enzyme
306463,BAO_0000019,19,595,transcription factor
1523330,BAO_0000357,170,1141,enzyme
826444,BAO_0000357,15,260,enzyme
1510551,BAO_0000357,165,1159,ion channel
1475364,BAO_0000357,11206,488,epigenetic regulator
424086,BAO_0000357,155,620,transporter
539763,BAO_0000357,6,187,enzyme
1495598,BAO_0000357,100126,766,enzyme
973538,BAO_0000219,101324,606,enzyme
303284,BAO_0000357,118,328,membrane receptor
302338,BAO_0000357,11,622,enzyme
631853,BAO_0000357,237,611,enzyme
623893,BAO_0000219,11208,428,epigenetic regulator
1457678,BAO_0000357,10980,1356,enzyme
545295,BAO_0000219,87,472,membrane receptor
541254,BAO_0000357,10197,420,enzyme
1446183,BAO_0000219,100097,659,enzyme
1510422,BAO_0000357,100933,583,enzyme
340412,BAO_0000249,10653,425,membrane receptor
1277971,BAO_0000219,100077,574,enzyme
935760,BAO_0000219,76,503,enzyme
821409,BAO_0000357,10209,479,membrane receptor
742194,BAO_0000219,76,503,enzyme
975651,BAO_0000357,10280,445,membrane receptor
480123,BAO_0000357,118,328,membrane receptor
558914,BAO_0000019,165,1159,ion channel
303518,BAO_0000219,11085,362,membrane receptor
39512,BAO_0000219,10580,352,membrane receptor
422439,BAO_0000219,136,372,membrane receptor
458014,BAO_0000219,175,456,transporter
980915,BAO_0000357,93,614,enzyme
493278,BAO_0000219,252,412,membrane receptor
1444650,BAO_0000357,100855,326,enzyme
1450057,BAO_0000357,11206,488,epigenetic regulator
745440,BAO_0000357,93,614,enzyme
48362,BAO_0000357,10498,333,enzyme
987412,BAO_0000219,86,527,enzyme
564828,BAO_0000219,100,617,transporter
699336,BAO_0000357,10517,493,ion channel
479927,BAO_0000357,87,472,membrane receptor
437418,BAO_0000357,10532,602,enzyme
758411,BAO_0000019,10188,360,enzyme
422083,BAO_0000357,11140,766,enzyme
589761,BAO_0000357,10674,518,enzyme
155660,BAO_0000219,276,886,enzyme
934032,BAO_0000019,100217,233,ion channel
984240,BAO_0000357,11473,824,enzyme
590922,BAO_0000357,100193,303,enzyme
801271,BAO_0000357,133,505,transcription factor
1334657,BAO_0000357,259,360,membrane receptor
304843,BAO_0000357,3,875,enzyme
1506463,BAO_0000019,103982,518,transcription factor
306256,BAO_0000357,11534,331,enzyme
320721,BAO_0000357,12952,459,enzyme
651580,BAO_0000219,114,326,membrane receptor
978243,BAO_0000219,137,380,membrane receptor
990661,BAO_0000219,103725,391,ion channel
562746,BAO_0000219,12697,482,epigenetic regulator
886470,BAO_0000219,130,400,membrane receptor
1337341,BAO_0000219,51,422,membrane receptor
1510357,BAO_0000357,101345,369,membrane receptor
624362,BAO_0000357,165,1159,ion channel
606659,BAO_0000251,101234,359,enzyme
351396,BAO_0000219,280,318,membrane receptor
808113,BAO_0000357,12209,354,enzyme
874808,BAO_0000219,19,595,transcription factor
776312,BAO_0000219,25,777,transcription factor
201410,BAO_0000357,11272,223,membrane receptor
759531,BAO_0000019,234,1367,enzyme
558175,BAO_0000357,165,1159,ion channel
768592,BAO_0000219,10280,445,membrane receptor
947629,BAO_0000357,6,187,enzyme
989149,BAO_0000357,30043,311,enzyme
760065,BAO_0000357,165,1159,ion channel
1456833,BAO_0000357,15,260,enzyme
664674,BAO_0000219,51,422,membrane receptor
982795,BAO_0000357,15,260,enzyme
664790,BAO_0000219,11280,1212,membrane receptor
795019,BAO_0000219,108,458,membrane receptor
425558,BAO_0000357,10495,329,enzyme
348016,BAO_0000357,12967,476,enzyme
974280,BAO_0000357,15,260,enzyme
581773,BAO_0000219,11082,400,enzyme
1462042,BAO_0000357,104,520,enzyme
305958,BAO_0000357,10752,756,enzyme
591604,BAO_0000357,11024,471,enzyme
195481,BAO_0000219,270,455,transcription factor
799678,BAO_0000219,10919,1154,enzyme
331167,BAO_0000357,107,471,membrane receptor
490811,BAO_0000357,127,487,membrane receptor
326666,BAO_0000357,20014,403,enzyme
376957,BAO_0000357,10140,509,enzyme
421069,BAO_0000019,19905,422,membrane receptor
334484,BAO_0000019,188,1255,enzyme
943973,BAO_0000357,10193,261,enzyme
455196,BAO_0000357,12028,1101,enzyme
1338377,BAO_0000357,9,1210,enzyme
685534,BAO_0000357,15,260,enzyme
745561,BAO_0000219,12666,480,enzyme
383814,BAO_0000219,10627,440,membrane receptor
811725,BAO_0000357,11060,264,enzyme
1518114,BAO_0000357,109881,285,enzyme
566256,BAO_0000219,133,505,transcription factor
958219,BAO_0000357,11269,447,transcription factor
975807,BAO_0000219,100481,323,enzyme
452103,BAO_0000357,100579,363,membrane receptor
431067,BAO_0000219,87,472,membrane receptor
465689,BAO_0000219,114,326,membrane receptor
303532,BAO_0000357,137,380,membrane receptor
787640,BAO_0000357,10188,360,enzyme
327163,BAO_0000357,11409,393,enzyme
306331,BAO_0000357,10142,332,membrane receptor
434786,BAO_0000357,11942,431,enzyme
934533,BAO_0000219,103079,806,transporter
454550,BAO_0000357,163,468,transcription factor
960430,BAO_0000219,87,472,membrane receptor
469190,BAO_0000251,65,503,enzyme
424566,BAO_0000357,252,412,membrane receptor
510057,BAO_0000219,118,328,membrane receptor
1367282,BAO_0000019,11512,328,enzyme
501246,BAO_0000219,165,1159,ion channel
444081,BAO_0000249,136,372,membrane receptor
985292,BAO_0000357,11472,770,transcription factor
349697,BAO_0000357,275,462,transcription factor
576767,BAO_0000019,20095,465,enzyme
419020,BAO_0000357,20113,460,transcription factor
674958,BAO_0000357,15,260,enzyme
1461407,BAO_0000357,30043,311,enzyme
406589,BAO_0000219,216,450,membrane receptor
438238,BAO_0000357,90,419,membrane receptor
214695,BAO_0000357,112,371,membrane receptor
305674,BAO_0000357,13000,469,enzyme
566235,BAO_0000219,56,920,transcription factor
804069,BAO_0000219,87,472,membrane receptor
157496,BAO_0000357,126,604,enzyme
327741,BAO_0000357,12861,837,enzyme
591605,BAO_0000357,11154,582,enzyme
1281844,BAO_0000219,252,412,membrane receptor
436482,BAO_0000357,11082,400,enzyme
197404,BAO_0000219,57,462,transcription factor
1449267,BAO_0000219,10918,620,enzyme
858496,BAO_0000219,11541,503,enzyme
558189,BAO_0000357,3,875,enzyme
32457,BAO_0000357,103,572,membrane receptor
937842,BAO_0000019,12388,807,enzyme
320806,BAO_0000357,11399,562,enzyme
462452,BAO_0000357,236,750,enzyme
790820,BAO_0000357,12952,459,enzyme
538846,BAO_0000357,165,1159,ion channel
797432,BAO_0000219,101414,488,enzyme
1438115,BAO_0000357,123,393,enzyme
540736,BAO_0000357,51,422,membrane receptor
1448250,BAO_0000219,9,1210,enzyme
1497540,BAO_0000019,103982,518,transcription factor
436654,BAO_0000357,19,595,transcription factor
444080,BAO_0000249,137,380,membrane receptor
436999,BAO_0000219,163,468,transcription factor
1297825,BAO_0000357,271,461,transcription factor
408301,BAO_0000357,12071,297,enzyme
87875,BAO_0000357,11206,488,epigenetic regulator
979129,BAO_0000019,12949,508,enzyme
460001,BAO_0000357,100579,363,membrane receptor
1501105,BAO_0000219,11362,1068,enzyme
979171,BAO_0000251,104,520,enzyme
977532,BAO_0000219,176,342,membrane receptor
715074,BAO_0000219,280,318,membrane receptor
808007,BAO_0000357,13004,503,enzyme
564602,BAO_0000219,104,520,enzyme
477925,BAO_0000219,129,400,membrane receptor
205722,BAO_0000219,250,407,membrane receptor
1449372,BAO_0000357,11451,1390,enzyme
395700,BAO_0000219,47,466,membrane receptor
302859,BAO_0000357,118,328,membrane receptor
453434,BAO_0000357,10280,445,membrane receptor
592385,BAO_0000357,15,260,enzyme
687567,BAO_0000357,12952,459,enzyme
1525952,BAO_0000357,10532,602,enzyme
1514153,BAO_0000219,121,630,transporter
983410,BAO_0000357,103625,780,epigenetic regulator
751967,BAO_0000357,11063,337,enzyme
470460,BAO_0000357,11140,766,enzyme
852267,BAO_0000357,10188,360,enzyme
453804,BAO_0000357,194,488,enzyme
565970,BAO_0000357,165,1159,ion channel
429291,BAO_0000357,10074,247,enzyme
939843,BAO_0000357,12952,459,enzyme
1436969,BAO_0000357,165,1159,ion channel
1277811,BAO_0000357,10197,420,enzyme
972027,BAO_0000019,10120,364,enzyme
830180,BAO_0000219,19904,461,membrane receptor
444198,BAO_0000219,100,617,transporter
424545,BAO_0000357,194,488,enzyme
1280896,BAO_0000357,101054,500,enzyme
325814,BAO_0000357,10131,277,enzyme
351089,BAO_0000357,68,514,enzyme
1477525,BAO_0000219,10594,941,enzyme
834834,BAO_0000357,64,427,transcription factor
804508,BAO_0000357,10627,440,membrane receptor
963137,BAO_0000219,129,400,membrane receptor
1474520,BAO_0000219,102688,457,ion channel
1462448,BAO_0000219,12227,441,transcription factor
540197,BAO_0000357,11451,1390,enzyme
808214,BAO_0000219,10280,445,membrane receptor
1436238,BAO_0000219,102733,430,membrane receptor
1450413,BAO_0000219,121,630,transporter
702889,BAO_0000219,20092,672,transporter
718745,BAO_0000219,20092,672,transporter
813923,BAO_0000357,259,360,membrane receptor
477927,BAO_0000219,137,380,membrane receptor
155205,BAO_0000019,3,875,enzyme
627305,BAO_0000219,114,326,membrane receptor
498144,BAO_0000219,101509,265,enzyme
1442439,BAO_0000357,103454,1362,epigenetic regulator
515076,BAO_0000219,87,472,membrane receptor
303258,BAO_0000219,10627,440,membrane receptor
851752,BAO_0000219,100325,826,transcription factor
474630,BAO_0000219,227,481,membrane receptor
592525,BAO_0000219,121,630,transporter
992749,BAO_0000357,194,488,enzyme
617378,BAO_0000357,11534,331,enzyme
864549,BAO_0000357,11359,809,enzyme
320989,BAO_0000357,108,458,membrane receptor
935759,BAO_0000219,11541,503,enzyme
501197,BAO_0000357,11140,766,enzyme
718593,BAO_0000219,48,984,transcription factor
461982,BAO_0000357,51,422,membrane receptor
948439,BAO_0000219,121,630,transporter
982794,BAO_0000357,11060,264,enzyme
556688,BAO_0000219,10209,479,membrane receptor
463077,BAO_0000219,114,326,membrane receptor
761451,BAO_0000219,259,360,membrane receptor
496896,BAO_0000357,11473,824,enzyme
944100,BAO_0000219,11398,1280,transporter
948575,BAO_0000019,55,674,enzyme
755972,BAO_0000219,11085,362,membrane receptor
516219,BAO_0000357,13004,503,enzyme
143991,BAO_0000357,11336,445,membrane receptor
326771,BAO_0000357,11396,712,enzyme
321477,BAO_0000219,129,400,membrane receptor
558850,BAO_0000357,10200,115,enzyme
694006,BAO_0000219,259,360,membrane receptor
105198,BAO_0000357,11110,467,enzyme
558433,BAO_0000219,100,617,transporter
333106,BAO_0000357,80,108,enzyme
874577,BAO_0000219,12666,480,enzyme
611750,BAO_0000357,170,1141,enzyme
963360,BAO_0000219,12909,348,transporter
595121,BAO_0000357,8,1130,enzyme
143827,BAO_0000219,10475,384,membrane receptor
804013,BAO_0000219,250,407,membrane receptor
1441019,BAO_0000219,20113,460,transcription factor
320716,BAO_0000357,15,260,enzyme
49517,BAO_0000357,11110,467,enzyme
429056,BAO_0000357,10980,1356,enzyme
859252,BAO_0000219,136,372,membrane receptor
326931,BAO_0000357,10980,1356,enzyme
606627,BAO_0000357,87,472,membrane receptor
444118,BAO_0000357,11140,766,enzyme
1289924,BAO_0000357,126,604,enzyme
452611,BAO_0000219,121,630,transporter
514025,BAO_0000219,87,472,membrane receptor
515713,BAO_0000357,10329,390,membrane receptor
343863,BAO_0000357,10498,333,enzyme
540788,BAO_0000219,10627,440,membrane receptor
842192,BAO_0000019,11140,766,enzyme
516364,BAO_0000219,114,326,membrane receptor
1520596,BAO_0000219,12968,444,membrane receptor
302508,BAO_0000357,11024,471,enzyme
658721,BAO_0000357,13061,435,enzyme
329835,BAO_0000357,259,360,membrane receptor
457756,BAO_0000219,155,620,transporter
810573,BAO_0000357,10653,425,membrane receptor
642727,BAO_0000219,9,1210,enzyme
423468,BAO_0000219,155,620,transporter
595268,BAO_0000357,137,380,membrane receptor
744294,BAO_0000357,11290,390,membrane receptor
1466562,BAO_0000357,10906,635,enzyme
956679,BAO_0000219,10260,839,ion channel
401654,BAO_0000357,9,1210,enzyme
302341,BAO_0000357,10193,261,enzyme
452481,BAO_0000219,61,460,membrane receptor
742514,BAO_0000219,55,674,enzyme
494043,BAO_0000219,11398,1280,transporter
592386,BAO_0000357,12952,459,enzyme
465688,BAO_0000219,252,412,membrane receptor
816635,BAO_0000219,20174,395,membrane receptor
607001,BAO_0000219,87,472,membrane receptor
859812,BAO_0000357,10209,479,membrane receptor
540959,BAO_0000357,129,400,membrane receptor
992027,BAO_0000219,10635,502,ion channel
305402,BAO_0000219,126,604,enzyme
937843,BAO_0000019,11523,593,enzyme
605747,BAO_0000219,107,471,membrane receptor
462715,BAO_0000019,11451,1390,enzyme
591751,BAO_0000219,12214,619,enzyme
123764,BAO_0000357,104,520,enzyme
304730,BAO_0000357,10185,362,enzyme
795336,BAO_0000357,12697,482,epigenetic regulator
304944,BAO_0000221,55,674,enzyme
538314,BAO_0000219,252,412,membrane receptor
88029,BAO_0000357,10869,377,epigenetic regulator
450456,BAO_0000357,11214,1076,enzyme
625165,BAO_0000019,165,1159,ion channel
422438,BAO_0000219,137,380,membrane receptor
197657,BAO_0000357,10074,247,enzyme
860486,BAO_0000219,11939,1102,enzyme
807744,BAO_0000357,12952,459,enzyme
624075,BAO_0000219,11534,331,enzyme
1509206,BAO_0000357,12209,354,enzyme
1508608,BAO_0000219,19905,422,membrane receptor
1499748,BAO_0000357,10811,1354,enzyme
820694,BAO_0000357,72,443,membrane receptor
826725,BAO_0000219,10475,384,membrane receptor
977175,BAO_0000357,11232,1084,epigenetic regulator
1438834,BAO_0000357,20073,494,enzyme
543132,BAO_0000219,11398,1280,transporter
382039,BAO_0000219,90,419,membrane receptor
440533,BAO_0000219,87,472,membrane receptor
321492,BAO_0000219,12023,398,membrane receptor
694780,BAO_0000219,126,604,enzyme
496461,BAO_0000219,10280,445,membrane receptor
1449268,BAO_0000357,20014,403,enzyme
831539,BAO_0000357,12670,993,enzyme
718445,BAO_0000219,11362,1068,enzyme
797956,BAO_0000219,25,777,transcription factor
541049,BAO_0000019,10044,391,enzyme
425475,BAO_0000357,10140,509,enzyme
577960,BAO_0000219,127,487,membrane receptor
624297,BAO_0000219,165,1159,ion channel
1461215,BAO_0000357,10188,360,enzyme
1443569,BAO_0000219,10260,839,ion channel
961620,BAO_0000357,20174,395,membrane receptor
1437282,BAO_0000357,100010,779,enzyme
339826,BAO_0000357,12261,427,enzyme
863264,BAO_0000219,100447,389,epigenetic regulator
983461,BAO_0000357,11024,471,enzyme
444277,BAO_0000357,128,520,membrane receptor
584293,BAO_0000219,127,487,membrane receptor
765261,BAO_0000357,100304,239,ion channel
1468557,BAO_0000357,126,604,enzyme
423446,BAO_0000219,146,477,membrane receptor
626765,BAO_0000357,15,260,enzyme
764617,BAO_0000219,104139,659,transporter
378748,BAO_0000357,11682,706,transporter
31377,BAO_0000219,252,412,membrane receptor
332997,BAO_0000357,72,443,membrane receptor
463176,BAO_0000357,121,630,transporter
1515742,BAO_0000219,107,471,membrane receptor
488663,BAO_0000366,11140,766,enzyme
517120,BAO_0000219,10627,440,membrane receptor
535635,BAO_0000219,11084,350,membrane receptor
321436,BAO_0000357,36,933,transcription factor
304736,BAO_0000357,11140,766,enzyme
986467,BAO_0000219,19904,461,membrane receptor
699334,BAO_0000357,10517,493,ion channel
609766,BAO_0000219,259,360,membrane receptor
1468106,BAO_0000357,10197,420,enzyme
831926,BAO_0000357,9,1210,enzyme
509964,BAO_0000357,86,527,enzyme
633900,BAO_0000219,107,471,membrane receptor
605682,BAO_0000357,259,360,membrane receptor
448358,BAO_0000219,72,443,membrane receptor
825949,BAO_0000219,20174,395,membrane receptor
873111,BAO_0000357,20174,395,membrane receptor
1337494,BAO_0000357,12945,146,enzyme
1361917,BAO_0000357,11663,1014,enzyme
982479,BAO_0000357,104421,1162,epigenetic regulator
1465178,BAO_0000357,12576,1070,enzyme
616576,BAO_0000219,10627,440,membrane receptor
608124,BAO_0000357,10892,1032,membrane receptor
744871,BAO_0000357,12592,707,enzyme
610820,BAO_0000219,11291,579,enzyme
461681,BAO_0000219,10627,440,membrane receptor
1352794,BAO_0000357,137,380,membrane receptor
971025,BAO_0000357,101414,488,enzyme
960431,BAO_0000219,259,360,membrane receptor
945280,BAO_0000357,15,260,enzyme
499716,BAO_0000357,12023,398,membrane receptor
1348044,BAO_0000357,10906,635,enzyme
1525859,BAO_0000219,12252,501,enzyme
819638,BAO_0000357,163,468,transcription factor
833721,BAO_0000357,11017,483,enzyme
1295319,BAO_0000357,11130,501,enzyme
467929,BAO_0000219,72,443,membrane receptor
1476965,BAO_0000219,9,1210,enzyme
423470,BAO_0000219,121,630,transporter
461984,BAO_0000219,165,1159,ion channel
454819,BAO_0000019,3,875,enzyme
302553,BAO_0000357,10209,479,membrane receptor
303436,BAO_0000219,121,630,transporter
449484,BAO_0000357,10142,332,membrane receptor
759674,BAO_0000357,10074,247,enzyme
1464818,BAO_0000219,20113,460,transcription factor
447183,BAO_0000219,10580,352,membrane receptor
807745,BAO_0000357,12209,354,enzyme
424394,BAO_0000357,10120,364,enzyme
540691,BAO_0000019,11442,847,enzyme
1467023,BAO_0000219,12576,1070,enzyme
1349374,BAO_0000219,163,468,transcription factor
377988,BAO_0000357,11024,471,enzyme
1452233,BAO_0000357,12697,482,epigenetic regulator
477021,BAO_0000357,10495,329,enzyme
578985,BAO_0000219,130,400,membrane receptor
716850,BAO_0000219,12670,993,enzyme
1350751,BAO_0000357,25,777,transcription factor
1441443,BAO_0000219,12261,427,enzyme
990098,BAO_0000357,11149,1388,enzyme
221309,BAO_0000357,10140,509,enzyme
945277,BAO_0000357,12923,262,enzyme
829708,BAO_0000357,80,108,enzyme
1364647,BAO_0000357,11208,428,epigenetic regulator
28632,BAO_0000221,93,614,enzyme
497567,BAO_0000219,11966,933,enzyme
877991,BAO_0000357,10906,635,enzyme
944722,BAO_0000357,11206,488,epigenetic regulator
1351439,BAO_0000219,10627,440,membrane receptor
815020,BAO_0000219,11489,292,enzyme
304584,BAO_0000357,133,505,transcription factor
537866,BAO_0000357,12067,303,enzyme
1520899,BAO_0000219,100010,779,enzyme
1549378,BAO_0000357,20020,1311,enzyme
974148,BAO_0000357,15,260,enzyme
937598,BAO_0000019,11160,185,enzyme
557942,BAO_0000357,12690,289,enzyme
304575,BAO_0000357,19,595,transcription factor
577524,BAO_0000357,165,1159,ion channel
947371,BAO_0000219,71,419,enzyme
458048,BAO_0000219,259,360,membrane receptor
941193,BAO_0000357,12665,706,enzyme
959787,BAO_0000219,10260,839,ion channel
303781,BAO_0000219,124,444,membrane receptor
644015,BAO_0000357,100579,363,membrane receptor
1436193,BAO_0000357,12209,354,enzyme
1464246,BAO_0000219,100449,580,transporter
61813,BAO_0000219,72,443,membrane receptor
609691,BAO_0000219,72,443,membrane receptor
880069,BAO_0000219,12840,972,enzyme
563423,BAO_0000357,180,165,enzyme
440971,BAO_0000357,10280,445,membrane receptor
943971,BAO_0000357,12952,459,enzyme
424915,BAO_0000357,10140,509,enzyme
321124,BAO_0000219,19,595,transcription factor
419019,BAO_0000357,11269,447,transcription factor
422429,BAO_0000219,114,326,membrane receptor
942126,BAO_0000357,12923,262,enzyme
972984,BAO_0000219,11882,384,enzyme
463650,BAO_0000219,51,422,membrane receptor
853595,BAO_0000219,101213,347,enzyme
608658,BAO_0000219,108,458,membrane receptor
535303,BAO_0000219,280,318,membrane receptor
453027,BAO_0000219,101254,598,transcription factor
599543,BAO_0000357,100995,1009,enzyme
609496,BAO_0000219,252,412,membrane receptor
619838,BAO_0000357,11536,366,membrane receptor
392535,BAO_0000357,11534,331,enzyme
980061,BAO_0000219,11541,503,enzyme
719091,BAO_0000219,100949,816,enzyme
449533,BAO_0000219,11534,331,enzyme
942114,BAO_0000357,10193,261,enzyme
1473395,BAO_0000219,11272,223,membrane receptor
424736,BAO_0000357,133,505,transcription factor
812808,BAO_0000357,259,360,membrane receptor
1281646,BAO_0000019,100627,158,enzyme
32441,BAO_0000357,103,572,membrane receptor
1459666,BAO_0000019,11140,766,enzyme
479928,BAO_0000357,259,360,membrane receptor
306249,BAO_0000357,25,777,transcription factor
515845,BAO_0000019,10495,329,enzyme
615773,BAO_0000219,128,520,membrane receptor
490813,BAO_0000357,107,471,membrane receptor
839719,BAO_0000219,25,777,transcription factor
1280628,BAO_0000357,10711,689,enzyme
808211,BAO_0000219,55,674,enzyme
490806,BAO_0000357,72,443,membrane receptor
358974,BAO_0000357,11140,766,enzyme
1504110,BAO_0000219,100878,371,epigenetic regulator
603449,BAO_0000219,100,617,transporter
61187,BAO_0000219,90,419,membrane receptor
719009,BAO_0000219,278,332,membrane receptor
834231,BAO_0000357,11177,1044,enzyme
44690,BAO_0000219,10580,352,membrane receptor
955826,BAO_0000219,243,967,enzyme
320988,BAO_0000357,108,458,membrane receptor
1450062,BAO_0000357,11307,1215,epigenetic regulator
718592,BAO_0000219,36,933,transcription factor
33727,BAO_0000357,125,466,membrane receptor
437700,BAO_0000357,12261,427,enzyme
465606,BAO_0000357,15,260,enzyme
1442780,BAO_0000019,103982,518,transcription factor
458033,BAO_0000357,259,360,membrane receptor
1450851,BAO_0000019,30003,970,enzyme
159757,BAO_0000357,126,604,enzyme
772802,BAO_0000219,280,318,membrane receptor
513437,BAO_0000219,20092,672,transporter
358328,BAO_0000357,12670,993,enzyme
878264,BAO_0000219,259,360,membrane receptor
440104,BAO_0000357,12067,303,enzyme
665540,BAO_0000357,20014,403,enzyme
1508536,BAO_0000357,10193,261,enzyme
305543,BAO_0000357,11291,579,enzyme
600772,BAO_0000357,12665,706,enzyme
685536,BAO_0000357,15,260,enzyme
794160,BAO_0000219,184,750,enzyme
445366,BAO_0000357,107,471,membrane receptor
491609,BAO_0000219,100,617,transporter
1289892,BAO_0000219,11362,1068,enzyme
664908,BAO_0000219,168,388,membrane receptor
1463664,BAO_0000019,143,386,membrane receptor
880322,BAO_0000219,165,1159,ion channel
302705,BAO_0000357,246,343,membrane receptor
989366,BAO_0000219,130,400,membrane receptor
968357,BAO_0000219,107,471,membrane receptor
1476339,BAO_0000357,10434,536,enzyme
1522059,BAO_0000357,12054,662,enzyme
1439005,BAO_0000357,90,419,membrane receptor
496465,BAO_0000219,11682,706,transporter
624072,BAO_0000357,11534,331,enzyme
1477335,BAO_0000219,10260,839,ion channel
140881,BAO_0000357,100,617,transporter
831079,BAO_0000357,12592,707,enzyme
304267,BAO_0000219,11280,1212,membrane receptor
942128,BAO_0000357,12952,459,enzyme
1439099,BAO_0000019,13053,387,enzyme
1351466,BAO_0000219,12968,444,membrane receptor
719010,BAO_0000219,252,412,membrane receptor
818300,BAO_0000219,10280,445,membrane receptor
209248,BAO_0000357,10653,425,membrane receptor
766021,BAO_0000357,11362,1068,enzyme
333987,BAO_0000357,11255,458,transcription factor
613719,BAO_0000357,11624,404,enzyme
716902,BAO_0000357,10193,261,enzyme
887300,BAO_0000219,12967,476,enzyme
424061,BAO_0000219,11204,522,enzyme
1501463,BAO_0000357,10193,261,enzyme
611751,BAO_0000357,11395,1112,enzyme
880288,BAO_0000357,101410,514,enzyme
469182,BAO_0000357,10193,261,enzyme
827956,BAO_0000219,20174,395,membrane receptor
740939,BAO_0000219,11489,292,enzyme
791791,BAO_0000019,10200,115,enzyme
1295721,BAO_0000357,11177,1044,enzyme
979034,BAO_0000219,86,527,enzyme
962509,BAO_0000357,10938,1132,enzyme
302349,BAO_0000357,15,260,enzyme
861318,BAO_0000019,13053,387,enzyme
603037,BAO_0000357,20113,460,transcription factor
1512204,BAO_0000357,11362,1068,enzyme
646979,BAO_0000219,100126,766,enzyme
468024,BAO_0000219,11336,445,membrane receptor
334743,BAO_0000219,10280,445,membrane receptor
864588,BAO_0000357,55,674,enzyme
488443,BAO_0000219,65,503,enzyme
369247,BAO_0000219,278,332,membrane receptor
303334,BAO_0000019,15,260,enzyme
1501610,BAO_0000357,11362,1068,enzyme
752074,BAO_0000357,30043,311,enzyme
447526,BAO_0000357,87,472,membrane receptor
829148,BAO_0000357,11206,488,epigenetic regulator
1466706,BAO_0000357,15,260,enzyme
835730,BAO_0000357,101386,638,enzyme
423668,BAO_0000219,11156,353,membrane receptor
1495533,BAO_0000219,12697,482,epigenetic regulator
965405,BAO_0000357,10907,603,enzyme
371967,BAO_0000357,19,595,transcription factor
160102,BAO_0000357,11635,672,enzyme
595956,BAO_0000357,11060,264,enzyme
